,address,business_id,city,is_open,latitude,longitude,name,postal_code,review_count,stars,state,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Noise Level,Attire,Alcohol,Price_Range,Delivery,Outdoor_Seating,Drive-Thru,Good_for_Groups,Has_TV,Caters,Waiter_Service,Good_for_Kids,Accepts_Credit_Cards,Takes_Reservations,Wi_Fi,Happy_Hour,Good_for_Dancing,Smoking,BYOB,Corkage,Take_Out,Coat_Check,Parking_Street,Parking_Valet,Parking_Lot,Parking_Garage,Parking_Validated,Music_DJ,Music_Karaoke,Music_Video,Music_Live,Music_Jukebox,Music_Background_Music,Is_Restaurants,Sandwiches,Fast Food,Nightlife,Pizza,Bars,Mexican,Food,American (Traditional),Burgers,Chinese,Italian,American (New),Breakfast & Brunch,Thai,Indian,Sushi Bars,Korean,Mediterranean,Japanese,Seafood,Middle Eastern,Pakistani,Barbeque,Vietnamese,Asian Fusion,Diners,Greek,Vegetarian
9241,17885 Southpark Ctr,IOQ7hWDbdzZgOSr2sDELoQ,Strongsville,1,41.312453000000005,-81.825812,The Rail - Strongsville,44136,133,4.0,OH,9,2,0,0,11,0,11,2,11,2,11,2,11,2,,,u'full_bar',,,,,,,,,,,,,,,u'outdoor',,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9242,6010 N 57th Ave,lI_ubZuqevQ3vSBCNX3J5Q,Glendale,1,33.524669,-112.18224040000001,Ron Brocks Heating & Cooling,85301,13,4.0,AZ,0,0,8,1,8,1,8,1,8,1,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9243,3641 Las Vegas Blvd S,L4e1rx1DyKKpD-or8nB-ng,Las Vegas,1,36.1123634,-115.1727874,ALEX AND ANI,89109,8,4.0,NV,10,2,10,2,10,2,10,2,10,2,10,2,10,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9244,4205 Northern Pike,MrrUvZpHJNGFiorVHRwUNA,Monroeville,1,40.43342,-79.75990999999999,Monroeville Lock & Safe,15146,3,3.5,PA,0,0,9,1,9,1,9,1,9,1,9,1,9,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9245,"13260 W Foxfire Dr, Ste 5",hijTD4HjE9oTcaz_0_beCQ,Surprise,1,33.642641999999995,-112.34548999999998,Thunderbird Pools and Spas,85378,72,4.5,AZ,0,0,8,1,8,1,8,1,8,1,8,1,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9246,"5030 W McDowell Rd, Ste 35",K52BCdYKBzXyDKmpuJ7hSA,Phoenix,1,33.466173,-112.16765600000001,Mariscos De Guaymas,85035,6,4.5,AZ,10,1,10,1,10,1,10,1,10,1,10,1,10,1,,,,,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9247,413 Spadina Road,2jfkLlCWymebnlveEPLUbg,Toronto,1,43.688528346300004,-79.4125498689,Hero Certified Burgers - Spadina & Lonsdale,M5P 2W1,6,3.0,ON,11,2,11,2,11,2,11,2,11,2,11,2,11,2,,,u'none',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9248,6501 Centennial Center Blvd,Vb-YKjhYIPI2GuLk6RPFMw,Las Vegas,1,36.2753944397,-115.2721252441,Budget Car Rental,89149,9,1.5,NV,0,0,7,1,7,1,7,1,7,1,7,1,7,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9249,4637 Chemin du Souvenir,jR-u8QmDoe5NejufctoQpg,Laval,1,45.540345,-73.76850999999999,Greektown Grill,H7W 1C5,5,3.0,QC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9250,"3160 Hwy 21 N, Ste 103",DZvxFBpZTJZlF3tBtOFRrw,Fort Mill,1,35.07833370000001,-80.934209,The Lone Coyote,29715,3,1.5,SC,0,0,12,1,12,1,12,1,0,0,12,1,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9251,402 S 40th St,70Bti9GmBOv9jN_peapD7w,Phoenix,1,33.44388,-111.995824,Sky Harbor Airport Parking,85034,220,4.0,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9252,3616 Forbes Ave,I_Zu9RO14xuGd0OUazo47w,Pittsburgh,1,40.4408371341,-79.9578040312,UPMC Eye Center,15213,5,2.0,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9253,"7604 N 73rd Dr, Ste 6",4exHE7rhmc2SZorJlsvvxw,Glendale,1,33.547849400000004,-112.21737720000002,A Little Touch Up,85303,3,4.0,AZ,0,0,6,1,6,1,6,1,6,1,6,1,8,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9254,993 Boulevard Saint-Jean,YsLj_h4ctlV0iDSykB6pRg,Pointe-Claire,1,45.4701555142,-73.8312269747,Mr Puffs,H9R 5M3,5,4.5,QC,10,2,10,2,10,2,10,2,10,2,10,2,10,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9255,200 Federal St,NCQsIvDF9e-bNyPwKJOUBg,Pittsburgh,1,40.4483953,-80.0041476,Mullen's Bar & Grill,15212,93,2.5,PA,11,2,11,2,11,2,11,2,11,2,11,2,11,2,,,u'full_bar',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9256,"2490 Paseo Verde, Ste 100",vlpBKRBEjDnNPq8PKVtGhA,Henderson,1,36.019926899999994,-115.09580109999999,Adi Perry,89052,14,4.5,NV,0,0,0,0,9,1,9,1,9,1,9,1,9,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9257,1437 W Auto Dr,IpmtWGSDSC4mHM70YEHAkQ,Tempe,1,33.3445165,-111.9619351,Past Tense Pain Management,85284,15,5.0,AZ,11,1,0,0,9,1,9,1,9,1,9,1,11,1,,,,,,,,,,,,,,,,,,u'no',,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9258,9500 S Eastern Ave,cCM2b60BomgMixIJVpXaLg,Henderson,0,36.0169498,-115.11855190000001,Outlaws Backyard BBQ,89077,6,4.0,NV,0,0,23,2,23,2,23,2,23,2,23,2,6,2,,,u'none',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9259,4550 B Davidson Hwy,Vx-0SQdSu11cBFTtCmN1KQ,Concord,1,35.435347,-80.6533619016,McDonald's,28027,11,3.0,NC,5,2,5,2,5,2,5,2,5,2,5,2,5,2,,,u'none',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9260,"1903 N Neil St, Unit D",aaJ-RaUdHyB4R3U4qNbRBA,Champaign,1,40.139281853600004,-88.2446583173,Lovely Nails,61820,15,4.0,IL,0,0,9,1,9,1,9,1,9,1,9,1,9,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9261,1429 W Main St,1Hhc1h5TETqtVMgasiimuQ,Sun Prairie,1,43.178466799999995,-89.237732,Subway,53590,5,3.0,WI,9,2,9,2,9,2,9,2,9,2,9,2,9,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9262,715 S Neil St,bDnnRwFY9vCVTvnuI-n3eg,Champaign,1,40.107654100000005,-88.24401440000001,Bob's Pet Grooming,61820,3,3.5,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9263,1100 Carnegie Ave,jhf5nALqdV208SjURLk6ig,Cleveland,1,41.4961516,-81.6811465,The Dinner Detective,44115,3,2.5,OH,0,0,0,0,11,1,11,1,11,1,11,1,11,1,,,u'full_bar',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9264,,JTta39X_ztuq93graL_oMA,Sun City West,1,33.6587324,-112.34569850000001,The Cleaning Monkey,85375,6,5.0,AZ,0,0,8,1,8,1,8,1,8,1,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9265,302 W Monte Vista Rd,QgdvQbhKAdeIn-mTssrG8g,Phoenix,1,33.4710872,-112.0785575,Willo Historic Home Tour,85003,3,4.0,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9266,5205 Yonge Street,sJJGBO5jxWea76imTWNV8w,Toronto,1,43.770674299999996,-79.41302569999999,Bijan Interiors,M2N 5P7,9,2.0,ON,12,1,10,2,10,2,10,2,10,2,10,2,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9267,1236 Bloor Street W,deXHtVOMmihQ3lD5OV1fKA,Toronto,1,43.6591902,-79.4395936,Duffy's Diner,M6H 1N3,11,3.0,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9268,"11111 N Scottsdale Rd, Ste 220",QXg8-xvdDP8AqeOBPbrXMA,Scottsdale,1,33.5870065,-111.9246131,"McAdams Dental, Inc",85254,79,5.0,AZ,0,0,8,1,8,1,7,1,7,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9269,11 Freeport Cres NE,HJREEozWSs8gOnijY64n7g,Calgary,1,51.1407568801,-114.02601615629999,Wyndham Garden Calgary Airport,T3J 0T4,7,4.5,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9270,2095 Winston Park Dr,TMgTJ44x_CJQVxGoJWZAvw,Oakville,1,43.5119291,-79.6692869,Homewood Suites by Hilton Toronto-Oakville,L6H 6P5,4,4.5,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9271,"3377 Las Vegas Blvd S, Ste 2400",p_L1ILXTCeFZM5Yy8NsNng,Las Vegas,0,36.1208068293,-115.1718530059,Bikini Bay,89109,8,4.5,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9272,2430 E Danbury Rd,37tiCZG7aFRhh9V20GBUYQ,Phoenix,1,33.6421598,-112.0296123,Inca Roofing,85032,5,4.0,AZ,0,0,7,1,7,1,7,1,7,1,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9273,5719 Avenue Monkland,lu58CyFbQK3EiogXI4bw9A,Montréal,1,45.4742355,-73.62429759999999,Le Maître Boucher,H4A 1E7,8,4.5,QC,10,1,8,1,8,1,8,1,8,2,8,2,8,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9274,1801 E Tropicana Ave,SCx2aTx59aTGpoeveNbXCQ,Las Vegas,1,36.0998776,-115.12698429999999,A Laundrimat,89119,3,3.5,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9275,2550 S Eastern Ave,9t42CbItpI3_-cS80yolVA,Las Vegas,1,36.143307241100004,-115.11836370000002,TitleMax Title Loans,89169,3,5.0,NV,0,0,9,1,9,1,9,1,9,1,9,1,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9276,112 4 Avenue SW,D15l4VwDfDdmMG0KGXxoWA,Calgary,0,51.0496976,-114.06431609999998,Bow Valley Nail Spa,T2G 2M1,3,3.5,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9277,3346 Little Rock Rd,mkow7OZ2PZSUjhQ3x3SVbg,Charlotte,1,35.2230799608,-80.94045615819999,Home Team Sports,28214,18,2.0,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,'full_bar',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9278,3-213 19 St NW,WPJOz-1TqWtgCdUxlxDR-A,Calgary,1,51.05395,-114.10575800000001,Soul Food Books Etc,T2N 2H9,3,3.5,AB,0,0,10,1,10,1,10,1,10,1,10,1,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9279,7111 E Oak St,Nz3cxNwTZhxMsxTc81SETg,Scottsdale,1,33.472753999999995,-111.92743999999999,Bubbles Car Wash,85257,25,4.5,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9280,3060 W Liberty Ave,lJc5WljtIAI6hBqzKbn_HQ,Pittsburgh,1,40.3920559,-80.03828759999999,Vocelli Pizza,15216,9,4.0,PA,11,2,0,0,11,2,11,2,11,2,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9281,414 Water St,_4-kSAZ1qopE2GcMojLxzg,Chardon,1,41.581281700000005,-81.21061440000001,Burger King,44024,4,1.0,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,'none',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9282,291 York Mills Road,TEA3EAmP5BsWrZv7I7ywBQ,North York,1,43.7472567,-79.385526,Metro,M2L 1L3,7,2.0,ON,8,2,8,2,8,2,8,2,8,2,8,2,8,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9283,1800 Sheppard Avenue E,lUstDPzw7aEmnHoR2L_SYw,Toronto,1,43.777990100000004,-79.34409140000001,Aroma Espresso Bar,M2J 5A7,20,3.0,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,u'none',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9284,"Palms Casino Resort, 4321 W Flamingo Rd",qgng2rCxAPJr2YQZZp2mdg,Las Vegas,0,36.114438045,-115.1929949325,Back Room Burger,89103,24,3.0,NV,10,0,10,0,10,0,10,0,10,0,10,2,10,2,,,u'full_bar',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9285,11636 Clifton Blvd,BxpWf0-aNxjpfdZcULR6vg,Cleveland,0,41.4876687,-81.768538,Geppetto's Pizza & Ribs,44102,3,1.5,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,u'full_bar',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9286,220 Yonge Street,zdfqPQbSZt3jqgas7wl_lQ,Toronto,1,43.654064399999996,-79.3806966,Shoppers Drug Mart,M5B 2H1,6,2.0,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9287,9061 W Post Rd,ap9S0oY0P75zXsrF8Q0Qag,Las Vegas,1,36.0734984,-115.290071,True Dentistry,89148,43,4.5,NV,0,0,7,1,7,1,7,1,7,1,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9288,3680 Robinwood Road,XPxcuE5weQUPTN9C6GulUA,Gastonia,1,35.2150238,-81.16600720000001,NextCare Urgent Care,28054,9,4.0,NC,8,1,8,1,8,2,8,1,8,2,8,2,8,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9289,10715 Boulevard Pie,2b61j8qm1uwOaZyzxNebJA,Montréal,0,45.5891369,-73.6355805,La Cage Aux Sports,H1H,5,2.0,QC,11,2,11,2,11,2,11,2,11,1,11,1,11,1,,,'full_bar',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9290,17 Alexander Road,Ia3fbS95S-tg0gmifJdAcQ,Newmarket,1,44.062377000000005,-79.4442949,Coconut Heaven Cake Shop & Cafe,L3Y 3J2,10,3.5,ON,0,0,0,0,12,1,12,1,12,1,12,1,11,1,,,,,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9291,8191 Broadview Rd,bjCWqLteGWCCJvU0Y9EyzA,Broadview Heights,1,41.3430236,-81.6842824,Hudec Dental,44147,8,1.0,OH,0,0,9,1,8,1,8,1,8,1,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9292,"6801 Northlake Mall Dr, Ste 185",Gto8_KhoKtV6nnLWjL2Y7w,Charlotte,1,35.3525528,-80.85118879999999,Rocky Mountain Chocolate Factory,28216,5,3.5,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9293,1617 E Thomas Rd,lKFSRJ5tC0OIETgpzTB5kg,Phoenix,0,33.4799005,-112.046838,Eastern Buffet,85016,4,1.5,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9294,"3155 Highway 7 E, Unit 9",LWm8uxF3VGW41Z0I1aAneA,Markham,1,43.8497586,-79.35423890000001,Winco Food Mart,L3R 0T9,17,3.5,ON,9,2,9,2,9,2,9,2,9,2,9,2,9,2,,,,,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9295,2301 E Sahara Ave,oIcGZlqwrKkyw_L6YAVYfw,Las Vegas,1,36.144818,-115.1168704033,Sonic Drive-In,89104,29,2.5,NV,7,0,7,0,7,0,7,0,7,0,7,1,7,1,,,'none',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9296,Fremont St,617F-TSmj7sVe8IKlbMlmA,Las Vegas,1,36.170791625999996,-115.1439437866,Golden Nugget Shoe Shine,89101,7,4.5,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9297,380 E Virginia Ave,AwlUedaZFeFb7vAYyIX4dw,Phoenix,1,33.4768844045,-112.06592661139999,Radiant Smiles Phoenix,85004,3,5.0,AZ,0,0,8,1,8,1,7,1,10,1,7,2,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9298,3887 Bigelow Blvd,XxmziAeRqMKwsDjyyjVgeg,Pittsburgh,1,40.4547313,-79.9543093,Zarra's A Taste of Southern Italy,15213,101,3.5,PA,0,0,17,2,17,2,17,2,17,2,17,2,17,2,,,u'full_bar',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
